study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_106,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,720,NA,7.2,0.857332496,1.930978769,NA,NA,NA,NA,NA,Positive,1,NA,NA,193.81,193.81,NA,NA,NA,NA,yes,VIP,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_107,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,312,NA,3.1,0.491361694,1.458099736,NA,NA,NA,NA,NA,Positive,1,NA,NA,190.78,190.78,NA,NA,NA,NA,yes,WB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_108,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,187,NA,1.9,0.278753601,1.23856233,NA,NA,NA,NA,NA,Positive,1,NA,NA,91.46,91.46,NA,NA,NA,NA,yes,YR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_100,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,446,NA,4.5,0.653212514,1.650963624,NA,NA,NA,NA,NA,Positive,1,NA,NA,154.39,154.39,NA,NA,NA,NA,yes,AB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_101,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,193,NA,1.9,0.278753601,1.23856233,NA,NA,NA,NA,NA,Positive,1,NA,NA,149.84,149.84,NA,NA,NA,NA,yes,AT,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_102,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,109,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,115.72,115.72,NA,NA,NA,NA,yes,BH,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_103,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,151.35,151.35,NA,NA,NA,NA,yes,CE,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_104,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,321,NA,3.2,0.505149978,1.473612599,NA,NA,NA,NA,NA,Positive,1,NA,NA,106.62,106.62,NA,NA,NA,NA,yes,JR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_105,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,267.54,267.54,NA,NA,NA,NA,yes,NP,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_106,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,474,NA,4.7,0.672097858,1.675068684,NA,NA,NA,NA,NA,Positive,1,NA,NA,193.81,193.81,NA,NA,NA,NA,yes,VIP,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_107,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,231,NA,2.3,0.361727836,1.320006122,NA,NA,NA,NA,NA,Positive,1,NA,NA,190.78,190.78,NA,NA,NA,NA,yes,WB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_108,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,109,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,91.46,91.46,NA,NA,NA,NA,yes,YR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_109,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,293.4488876,NA,2.9,0.462397998,1.426043147,NA,NA,NA,NA,NA,Positive,1,NA,NA,183.95,183.95,NA,NA,NA,NA,yes,AB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_110,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,174.85,174.85,NA,NA,NA,NA,yes,AT,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_111,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,217.6017269,NA,2.2,0.342422681,1.300591447,NA,NA,NA,NA,NA,Positive,1,NA,NA,0.14,0.14,NA,NA,NA,NA,yes,BH,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_112,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,147.5132967,NA,1.5,0.176091259,1.144714243,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.89,177.89,NA,NA,NA,NA,yes,CE,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_113,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,122.54,122.54,NA,NA,NA,NA,yes,JR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_114,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,298.81,298.81,NA,NA,NA,NA,yes,NP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_115,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,109.3858231,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,227.92,227.92,NA,NA,NA,NA,yes,VIP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_116,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,203.85,203.85,NA,NA,NA,NA,yes,WB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_117,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,109.3858231,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,100.56,100.56,NA,NA,NA,NA,yes,YR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_109,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,503,NA,5,0.698970004,1.709975947,NA,NA,NA,NA,NA,Positive,1,NA,NA,183.95,183.95,NA,NA,NA,NA,yes,AB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_110,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,174.85,174.85,NA,NA,NA,NA,yes,AT,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_111,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,0.14,0.14,NA,NA,NA,NA,yes,BH,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_112,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,384,NA,3.8,0.579783597,1.560490751,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.89,177.89,NA,NA,NA,NA,yes,CE,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_113,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,187,NA,1.9,0.278753601,1.23856233,NA,NA,NA,NA,NA,Positive,1,NA,NA,122.54,122.54,NA,NA,NA,NA,yes,JR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_114,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,120,NA,1.2,0.079181246,1.062658569,NA,NA,NA,NA,NA,Positive,1,NA,NA,298.81,298.81,NA,NA,NA,NA,yes,NP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_115,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,227.92,227.92,NA,NA,NA,NA,yes,VIP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_116,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,161,NA,1.6,0.204119983,1.169607095,NA,NA,NA,NA,NA,Positive,1,NA,NA,203.85,203.85,NA,NA,NA,NA,yes,WB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_117,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,100.56,100.56,NA,NA,NA,NA,yes,YR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_109,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,460,NA,4.6,0.662757832,1.663103499,NA,NA,NA,NA,NA,Positive,1,NA,NA,183.95,183.95,NA,NA,NA,NA,yes,AB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_110,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,174.85,174.85,NA,NA,NA,NA,yes,AT,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_111,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,157,NA,1.6,0.204119983,1.169607095,NA,NA,NA,NA,NA,Positive,1,NA,NA,0.14,0.14,NA,NA,NA,NA,yes,BH,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_112,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,362,NA,3.6,0.556302501,1.532618865,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.89,177.89,NA,NA,NA,NA,yes,CE,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_113,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,293,NA,2.9,0.462397998,1.426043147,NA,NA,NA,NA,NA,Positive,1,NA,NA,122.54,122.54,NA,NA,NA,NA,yes,JR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_114,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,298.81,298.81,NA,NA,NA,NA,yes,NP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_115,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,227.92,227.92,NA,NA,NA,NA,yes,VIP,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_116,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,203.85,203.85,NA,NA,NA,NA,yes,WB,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_117,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,100.56,100.56,NA,NA,NA,NA,yes,YR,2020-May-27
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_118,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,407.7459071,NA,4.1,0.612783857,1.600520664,NA,NA,NA,NA,NA,Positive,1,NA,NA,222.62,222.62,NA,NA,NA,NA,yes,AB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_119,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,202.15,202.15,NA,NA,NA,NA,yes,AT,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_120,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,156.66,156.66,NA,NA,NA,NA,yes,BH,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_121,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,208.97,208.97,NA,NA,NA,NA,yes,CE,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_122,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,151.9911083,NA,1.5,0.176091259,1.144714243,NA,NA,NA,NA,NA,Positive,1,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,JR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_123,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,325.53,325.53,NA,NA,NA,NA,yes,NP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_124,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,719.685673,NA,7.2,0.857332496,1.930978769,NA,NA,NA,NA,NA,Positive,1,NA,NA,265.83,265.83,NA,NA,NA,NA,yes,VIP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_125,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,69.84830058,NA,0.7,-0.15490196,0.887904002,NA,NA,NA,NA,NA,Positive,1,NA,NA,215.79,215.79,NA,NA,NA,NA,yes,WB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_126,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,1127,NA,11.3,1.053078443,2.244017027,NA,NA,NA,NA,NA,Positive,1,NA,NA,112.69,112.69,NA,NA,NA,NA,yes,YR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_118,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,584,NA,5.8,0.763427994,1.796701779,NA,NA,NA,NA,NA,Positive,1,NA,NA,222.62,222.62,NA,NA,NA,NA,yes,AB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_119,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,488,NA,4.9,0.69019608,1.698499252,NA,NA,NA,NA,NA,Positive,1,NA,NA,202.15,202.15,NA,NA,NA,NA,yes,AT,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_120,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,156.66,156.66,NA,NA,NA,NA,yes,BH,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_121,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,698,NA,7,0.84509804,1.912931183,NA,NA,NA,NA,NA,Positive,1,NA,NA,208.97,208.97,NA,NA,NA,NA,yes,CE,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_122,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,658,NA,6.6,0.819543936,1.875777455,NA,NA,NA,NA,NA,Positive,1,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,JR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_123,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,123,NA,1.2,0.079181246,1.062658569,NA,NA,NA,NA,NA,Positive,1,NA,NA,325.53,325.53,NA,NA,NA,NA,yes,NP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_124,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,620,NA,6.2,0.792391689,1.83709055,NA,NA,NA,NA,NA,Positive,1,NA,NA,265.83,265.83,NA,NA,NA,NA,yes,VIP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_125,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,109,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,215.79,215.79,NA,NA,NA,NA,yes,WB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_126,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,1566,NA,15.7,1.195899652,2.503993617,NA,NA,NA,NA,NA,Positive,1,NA,NA,112.69,112.69,NA,NA,NA,NA,yes,YR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_118,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,550,NA,5.5,0.740362689,1.765174168,NA,NA,NA,NA,NA,Positive,1,NA,NA,222.62,222.62,NA,NA,NA,NA,yes,AB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_119,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,321,NA,3.2,0.505149978,1.473612599,NA,NA,NA,NA,NA,Positive,1,NA,NA,202.15,202.15,NA,NA,NA,NA,yes,AT,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_120,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,156.66,156.66,NA,NA,NA,NA,yes,BH,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_121,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,396,NA,4,0.602059991,1.587401052,NA,NA,NA,NA,NA,Positive,1,NA,NA,208.97,208.97,NA,NA,NA,NA,yes,CE,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_122,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,518,NA,5.2,0.716003344,1.732478211,NA,NA,NA,NA,NA,Positive,1,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,JR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_123,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,325.53,325.53,NA,NA,NA,NA,yes,NP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_124,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,764,NA,7.6,0.880813592,1.966095145,NA,NA,NA,NA,NA,Positive,1,NA,NA,265.83,265.83,NA,NA,NA,NA,yes,VIP,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_125,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,215.79,215.79,NA,NA,NA,NA,yes,WB,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_126,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,1566,NA,15.7,1.195899652,2.503993617,NA,NA,NA,NA,NA,Positive,1,NA,NA,112.69,112.69,NA,NA,NA,NA,yes,YR,2020-Jun-02
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_127,WWTP,Influent,Grab,S,100,NA,Adsorption-Elution Electropositive cartridges - Ultrafiltration,NucliSENS easyMAG,qPCR,CDC_N1,N,566.5611008,NA,5.7,0.755874856,1.786315988,NA,NA,NA,NA,NA,Positive,1,NA,NA,261.28,261.28,NA,NA,NA,NA,yes,AB,2020-Jun-12
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_128,WWTP,Influent,Composite,S,100,NA,Adsorption-Elution Electropositive cartridges - Ultrafiltration,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,233.99,233.99,NA,NA,NA,NA,yes,AT,2020-Jun-12
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_129,WWTP,Influent,Grab,S,100,NA,Adsorption-Elution Electropositive cartridges - Ultrafiltration,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,188.5,188.5,NA,NA,NA,NA,yes,BH,2020-Jun-12
